,Data Medicao,PRECIPITACAO,TEMPERATURA_MAXIMA_MEDIA,TEMPERATURA_MEDIA,TEMPERATURA_MINIMA_MEDIA,PET,BAL,SPI6,SPEI3,Date,ano,mes,frequencia_incendios,mes_numero
74,2004-03-31,266.8,26.006452,21.215484,18.112903,121.41400626129,145.38599373871,1.88751051121149,2.10390024678629,03/2004,2004,Março,0,3
75,2004-04-30,171.2,25.93,21.060667,17.613333,105.470224885791,65.7297751142095,2.01383913081433,1.93755291699852,04/2004,2004,Abril,2,4
76,2004-05-31,11.6,25.76129,20.68129,16.732258,97.5014397066865,-85.9014397066865,1.97308539972275,0.598214381222187,05/2004,2004,Maio,11,5
77,2004-06-30,0.0,24.22,18.68,13.983333,87.2836491422544,-87.2836491422544,2.17945251444048,0.461762191638952,06/2004,2004,Junho,5,6
78,2004-07-31,0.5,24.067742,18.012667,13.312903,94.3019100290226,-93.8019100290226,1.72031752769134,0.139735193888042,07/2004,2004,Julho,46,7
79,2004-08-31,0.0,27.196774,20.62,14.687097,122.208430022962,-122.208430022962,0.423224545983267,-0.123505660256256,08/2004,2004,Agosto,110,8
80,2004-09-30,0.0,30.05,23.460667,17.52,145.959351990841,-145.959351990841,-0.199090107147613,-0.937697975250744,09/2004,2004,Setembro,116,9
81,2004-10-31,172.3,28.922581,23.050968,18.622581,150.19755930865,22.1024406913497,-0.166587377591374,0.0659478774609029,10/2004,2004,Outubro,22,10
82,2004-11-30,103.9,27.603333,22.089333,18.45,140.931247935235,-37.0312479352348,-1.37716495427487,-1.21869630350644,11/2004,2004,Novembro,0,11
83,2004-12-31,126.0,26.929032,21.72,18.077419,143.357416796641,-17.357416796641,-2.06959699721672,-1.5284729688634,12/2004,2004,Dezembro,0,12
84,2005-01-31,255.2,27.077419,21.914194,18.448387,142.173360613508,113.026639386492,-1.55816678300587,-1.78605566396899,01/2005,2005,Janeiro,0,1
85,2005-02-28,262.2,27.732143,22.363571,18.357143,131.038935137841,131.161064862159,-0.816568069277192,0.0469811610663897,02/2005,2005,Fevereiro,0,2
