"Data Medicao","PRECIPITACAO","TEMPERATURA_MAXIMA_MEDIA","TEMPERATURA_MEDIA","TEMPERATURA_MINIMA_MEDIA","PET","BAL","SPI6","SPEI3"
"12/31/1995",244.2,25.990323,21.243226,18.229032,132.92735253702,111.27264746298,-0.64616997088241,-0.280447137295227
"1/31/1996",84.7,27.354839,22.389032,18.454839,144.893600699731,-60.1936006997308,-1.49366339862412,-1.34042751047463
"2/29/1996",91.1,28.148276,22.60069,18.489655,133.899623175824,-42.7996231758235,-1.97922074845162,-1.47104159832098
"3/31/1996",204,27.048387,21.8,17.954839,131.761328370023,72.2386716299773,-1.82966430041205,-1.73562035417461
"4/30/1996",88.7,26,21.061333,17.34,107.34873913812,-18.6487391381197,-1.73899809795568,-1.06818693379298
"5/31/1996",16.6,25.880645,20.309032,15.748387,102.143089386688,-85.543089386688,-1.61489150688085,-0.518986936212729
"6/30/1996",0,24.56,18.317333,13.22,91.3401806901722,-91.3401806901722,-1.79493852476998,-0.463157690379682
"7/31/1996",0,25.441935,19.045161,13.248387,102.213467604788,-102.213467604788,-1.16826985096151,-0.294109643195937
"8/31/1996",38.2,26.758065,20.640645,15.354839,117.023696208503,-78.8236962085027,-0.278165877643116,0.955186609988122
"9/30/1996",24.8,28.25,22.168,16.966667,134.588926100553,-109.788926100553,-0.357967499001577,0.532979783810884
"10/31/1996",107.3,27.925806,22.491613,18.322581,142.766382946479,-35.4663829464786,-0.141677150149841,0.261112115774583
"11/30/1996",250.9,25.223333,20.986,17.936667,121.286897941538,129.613102058462,-0.102762129226917,0.0585711523647065
"12/31/1996",250.8,27.054839,21.602581,17.96129,145.320807938874,105.479192061126,-0.0342624959970973,-0.0153018720218599
"1/31/1997",315.4,25.183871,20.636129,17.73871,127.823227106974,187.576772893026,0.672873992337408,1.17855211710246
"2/28/1997",68.9,26.892857,21.817857,18.064286,125.400387701664,-56.500387701664,-0.179577029418013,0.124189057683214
"3/31/1997",371.9,24.712903,20.295484,17.454839,113.573953764571,258.326046235429,0.781823679033554,1.18399142940456
"4/30/1997",135.9,25.11,20.182759,17.11,101.71314890452,34.18685109548,0.818652475730491,0.449140545397798
"5/31/1997",60.7,24.041935,18.800645,14.796774,94.0440556443749,-33.3440556443749,1.04470072035526,1.50768642453732
"6/30/1997",23.9,24.186667,18.512,13.856667,87.4905676359273,-63.5905676359273,1.11599421425098,0.85708854628072
"7/31/1997",0,24.376667,18.48,13.603226,95.1584163836263,-95.1584163836263,0.604920336713131,1.91761799775639
"8/31/1997",0,26.735484,20.454839,14.709677,119.143207890901,-119.143207890901,1.23865108714836,0.794399688000625
"9/30/1997",85.2,29.556667,23.418667,18.433333,138.217013188054,-53.0170131880538,0.85257052423302,0.89888808688256
"10/31/1997",104.3,29.512903,23.610323,18.535484,155.996541775686,-51.6965417756864,0.615112674008557,0.263005112501532
"11/30/1997",188.5,28.29,22.911333,19.016667,144.029393953458,44.4706060465423,-0.253694816668825,-0.31096400913636
"12/31/1997",157.3,27.022581,21.949677,18.603226,140.887545603446,16.4124543965537,-0.979260500673516,-1.28538841759796
"1/31/1998",246.3,27.396774,22.299355,18.716129,143.629881630536,102.670118369464,-0.645231827300048,-0.877155392018083
"2/28/1998",128.1,28.242857,23.052143,19.210714,130.768556440464,-2.66855644046422,-0.883086606408822,-0.78777550466685
"3/31/1998",263.1,28.177419,22.981935,19.016129,135.845003190529,127.254996809471,-0.939383591165736,0.306158692627795
"4/30/1998",67,28.416667,23.084667,19.163333,116.925413635604,-49.9254136356044,-0.89599905786306,-0.649762551021295
"5/31/1998",38.8,26.019355,20.552903,16.303226,100.921859345249,-62.1218593452494,-0.547965319509287,-0.19561220488924
"6/30/1998",7.4,25.57,19.483333,14.33,93.5637756586288,-86.1637756586288,-0.057832928529257,-0.493272049194946
"7/31/1998",0,26.141935,19.844516,14.029032,103.90532012074,-103.90532012074,-0.388222582326636,0.615461261368548
"8/31/1998",9.7,28.722581,22.444516,16.877419,124.621604615338,-114.921604615338,-0.000530618676329594,-0.194895203275738
"9/30/1998",20.7,30.593333,23.984,18.156667,147.47783791401,-126.77783791401,-0.642180076885905,-0.561441002592991
"10/31/1998",125.8,28.377419,22.690323,18.545161,145.648732540115,-19.8487325401145,0.00795039032600294,-0.0809672010854803
"11/30/1998",300.5,26.436667,21.247333,17.756667,134.112798116807,166.387201883193,0.216871289145522,0.32888280504474
"12/31/1998",167.8,26.735484,21.590323,18.187097,140.733967779939,27.0660322200607,-0.346550438773014,-0.197176812061644
"1/31/1999",70.8,27.183871,22.078065,18.33871,143.937115666735,-73.1371156667355,-1.26799868098617,-1.26042003932388
"2/28/1999",108.6,27.839286,22.529286,18.532143,131.01478738118,-22.41478738118,-1.69808301931384,-1.8730301725907
"3/31/1999",228.1,26.829032,21.842581,18.203226,128.374133078042,99.7258669219582,-1.53201342818112,-1.43695770204012
"4/30/1999",60.9,27.4,21.648,17.143333,118.607296671672,-57.7072966716715,-1.5457422138625,-1.01208103869656
"5/31/1999",8.9,26.23871,20.208387,15.141935,106.550431725446,-97.6504317254456,-2.20329493608555,-0.67360611765427
"6/30/1999",3.3,26.396667,20.141333,14.446667,97.6789999190134,-94.3789999190135,-1.82947267493346,-1.0763610667927
"7/31/1999",0,25.748387,19.885161,14.748387,99.4428182097695,-99.4428182097695,-1.09243691306111,-0.761352634950339
"8/31/1999",0,26.483871,19.899355,14.029032,119.782715056512,-119.782715056512,-0.641127968687727,-0.572021366023637
"9/30/1999",59.9,28.656667,22.436,17.286667,136.319626054548,-76.4196260545476,-0.774571441046337,0.450109710754552
"10/31/1999",200.1,27.493548,22.233548,17.987097,140.712824680356,59.3871753196445,0.600473720443075,0.892673524158651
"11/30/1999",289.8,26.163333,20.998667,17.496667,133.114034797867,156.685965202133,0.822211039575022,1.0782654280912
"12/31/1999",206.3,25.741935,21.066452,17.806452,133.280897631358,73.0191023686423,0.484311326014566,0.591579491843894
"1/31/2000",130,26.545161,21.614194,18.151613,138.787084094174,-8.78708409417379,0.0496753832635195,-0.36101839546706
"2/29/2000",168.3,26.672414,21.56,17.810345,124.898208032479,43.4017919675212,0.0447343131327112,-0.848788572299078
"3/31/2000",229.6,26.006452,21.314839,18.067742,121.691853605834,107.908146394166,-0.0604254599783407,-0.301688344172582
"4/30/2000",98.8,26.476667,21.133333,16.99,112.535913254877,-13.7359132548772,-0.505860824163565,-0.21860943389236
"5/31/2000",0,26.458065,20.374194,15.016129,108.32632925762,-108.32632925762,-0.95101501216414,-0.39915543941539
"6/30/2000",0,25.68,19.254,13.54,96.3617500948532,-96.3617500948532,-0.80559460221889,-0.721775280853366
"7/31/2000",0.2,25.574194,18.994194,13.596774,101.958978967387,-101.758978967387,-0.440604076551667,-1.33152577752892
"8/31/2000",56.3,27.716129,21.50129,15.903226,121.416141787745,-65.1161417877453,-0.00819858657157197,1.1951309060786
"9/30/2000",105.3,26.956667,21.299333,17.016667,124.379966787108,-19.0799667871077,0.504625138387376,1.78653334831749
"10/31/2000",201.8,29.23871,23.277419,18.422581,154.12970563735,47.6702943626496,1.24096958872004,1.40426686359575
"11/30/2000",231.7,25.526667,20.743333,17.693333,125.850081847584,105.849918152416,1.08694540313196,1.05066597359482
"12/31/2000",155.3,26.745161,21.556774,18.354839,139.733972713599,15.566027286401,0.451603430649512,-0.228760992741067
"1/31/2001",179.4,26.970968,22.092258,18.116129,143.242730129048,36.1572698709524,0.324031305014055,-0.93072003718832
"2/28/2001",105.9,28.528571,22.525714,18.125,138.993853727391,-33.0938537273908,-0.42469027466305,-1.41192677423847
"3/31/2001",191.5,26.312903,21.361935,17.73871,126.432888875473,65.067111124527,-1.08788101732605,-0.899536612612578
"4/30/2001",145.4,27.176667,21.854,17.753333,114.235443229263,31.1645567707373,-1.1253006926853,-0.727114753661619
"5/31/2001",36.2,26.6,20.815484,16.225806,104.957010291812,-68.7570102918121,-1.07012936585661,-0.108771769804332
"6/30/2001",0,25.42,19.406667,14.58,92.0055589951896,-92.0055589951896,-0.605562832538495,0.245309568697548
"7/31/2001",14.6,25.832258,19.833548,14.564516,100.513510105266,-85.9135101052659,-0.463821064488894,0.775010181409402
"8/31/2001",38.5,25.422581,19.526452,14.590323,110.974251107296,-72.4742511072957,0.270226216143417,1.484619942016
"9/30/2001",50.5,27.603333,21.827333,17.17,128.710270349796,-78.2102703497959,0.698888327369783,1.29225542672807
"10/31/2001",132.5,25.987097,21.096129,17.280645,130.986727285805,1.51327271419547,0.601245857379736,0.815672198426068
"11/30/2001",199.6,25.816667,21.254,18.126667,125.837681961122,73.7623180388783,0.0076084399553329,0.15812565663832
"12/31/2001",191.4,25.987097,21.448387,18.254839,132.716030937284,58.6839690627159,-0.32905218344211,-0.472986721337427
"1/31/2002",208.3,26.43871,21.721935,18.43871,135.799197428204,72.5008025717964,-0.377648893119773,-0.504392853978703
"2/28/2002",233,26.482143,21.485,18.128571,121.455758127718,111.544241872282,-0.197099868539494,0.173258910437616
"3/31/2002",133.8,27.309677,22.347742,18.570968,130.571067806224,3.22893219377616,-0.865893521731339,0.0314691834118408
"4/30/2002",90.1,26.626667,22.000667,17.796667,109.88486346491,-19.7848634649102,-0.863583188381052,-0.511769422343511
"5/31/2002",18.2,26.329032,20.874194,16.267742,103.060192220427,-84.8601922204271,-0.699300103161589,-0.955565270893291
"6/30/2002",0,24.886667,19.396,14.443333,89.5061647087061,-89.5061647087061,-0.452355069133077,-0.44765912358355
